Unique ID,Player,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
IND49,V Kohli,4,9,1,0,44.44,2,v Australia,Wankhede,17-Mar-23
IND49,V Kohli,4,7,1,0,57.14,1,v Pakistan,Pallekele,02-Sep-23
IND31,RA Jadeja,4,19,0,0,21.05,1,v Sri Lanka,Colombo (RPS),12-Sep-23
IND44,SS Iyer,4,16,0,0,25,1,v England,Lucknow,29-Oct-23
IND35,RG Sharma,4,2,1,0,200,1,v Sri Lanka,Wankhede,02-Nov-23
IND42,Shubman Gill,4,7,0,0,57.14,1,v Australia,Ahmedabad,19-Nov-23
IND44,SS Iyer,4,3,1,0,133.33,1,v Australia,Ahmedabad,19-Nov-23
IND34,RD Gaikwad,4,2,1,0,200,1,v South Africa,Gqeberha,19-Dec-23
IND13,HH Pandya,3,6,0,0,50,2,v South Africa,Durban,01-Feb-18
IND31,RA Jadeja,3,6,0,0,50,2,v Australia,Mohali,22-Sep-23
IND3,AR Patel,3,4,0,0,75,2,v Pakistan,Dubai (DICS),23-Feb-25
IND49,V Kohli,3,8,0,0,37.5,2,v Australia,Sydney,12-Jan-19
IND23,MA Agarwal,3,5,0,0,60,2,v New Zealand,Auckland,08-Feb-20
IND43,SN Thakur,3,6,0,0,50,2,v West Indies,Port of Spain,24-Jul-22
IND42,Shubman Gill,3,7,0,0,42.85,2,v South Africa,Lucknow,06-Oct-22
IND44,SS Iyer,3,6,0,0,50,1,v Bangladesh,Chattogram,10-Dec-22
IND43,SN Thakur,3,5,0,0,60,1,v Bangladesh,Chattogram,10-Dec-22
IND43,SN Thakur,3,3,0,0,100,1,v New Zealand,Hyderabad,18-Jan-23
IND14,Ishan Kishan,3,8,0,0,37.5,2,v Australia,Wankhede,17-Mar-23
IND43,SN Thakur,3,3,0,0,100,1,v Pakistan,Pallekele,02-Sep-23
IND49,V Kohli,3,12,0,0,25,1,v Sri Lanka,Colombo (RPS),12-Sep-23
IND44,SS Iyer,3,8,0,0,37.5,2,v Australia,Mohali,22-Sep-23
IND45,SV Samson,2,4,0,0,50,2,v South Africa,Delhi,11-Oct-22
IND3,AR Patel,2,2,0,0,100,1,v Sri Lanka,Thiruvananthapuram,15-Jan-23
IND40,SA Yadav,2,1,0,0,200,1,v Netherlands,Bengaluru,12-Nov-23
IND31,RA Jadeja,2,1,0,0,200,2,v Australia,Dubai (DICS),04-Mar-25
IND35,RG Sharma,2,18,0,0,11.11,1,v England,Leeds,17-Jul-18
IND35,RG Sharma,2,16,0,0,12.5,1,v New Zealand,Wellington,03-Feb-19
IND24,MK Pandey,2,4,0,0,50,1,v Australia,Rajkot,17-Jan-20
IND44,SS Iyer,2,2,0,0,100,2,v Australia,Sydney,27-Nov-20
IND51,VR Iyer,2,7,0,0,28.57,2,v South Africa,Paarl,19-Jan-22
IND43,SN Thakur,2,3,0,0,66.66,1,v Bangladesh,Mirpur,04-Dec-22
IND3,AR Patel,2,4,0,0,50,2,v Australia,Chennai,22-Mar-23
IND40,SA Yadav,2,4,0,0,50,2,v New Zealand,Dharamsala,22-Oct-23
IND3,AR Patel,2,7,0,0,28.57,2,v Sri Lanka,Colombo (RPS),07-Aug-24
IND35,RG Sharma,2,7,0,0,28.57,2,v England,Nagpur,06-Feb-25
IND20,KL Rahul,2,9,0,0,22.22,2,v England,Nagpur,06-Feb-25
IND42,Shubman Gill,2,7,0,0,28.57,1,v New Zealand,Dubai (DICS),02-Mar-25
IND11,DL Chahar,1,1,0,0,100,1,v Zimbabwe,Harare,22-Aug-22
IND28,NT Tilak Varma,1,3,0,0,33.33,2,v South Africa,Johannesburg,17-Dec-23
IND35,RG Sharma,1,10,0,0,10,1,v Afghanistan,Southampton,22-Jun-19
IND20,KL Rahul,1,7,0,0,14.28,2,v New Zealand,Manchester,09-Jul-19
IND35,RG Sharma,1,4,0,0,25,2,v New Zealand,Manchester,09-Jul-19
IND49,V Kohli,1,6,0,0,16.66,2,v New Zealand,Manchester,09-Jul-19
IND23,MA Agarwal,1,3,0,0,33.33,1,v New Zealand,Mount Maunganui,11-Feb-20
IND13,HH Pandya,1,9,0,0,11.11,1,v England,Pune,23-Mar-21
IND14,Ishan Kishan,1,4,0,0,25,2,v Sri Lanka,Colombo (RPS),20-Jul-21
IND20,KL Rahul,1,5,0,0,20,2,v Zimbabwe,Harare,20-Aug-22
IND10,DJ Hooda,1,3,0,0,33.33,1,v Zimbabwe,Harare,22-Aug-22
IND3,AR Patel,1,4,0,0,25,1,v Zimbabwe,Harare,22-Aug-22
IND43,SN Thakur,1,2,0,0,50,1,v New Zealand,Auckland,25-Nov-22
IND13,HH Pandya,1,3,0,0,33.33,1,v Australia,Visakhapatnam,19-Mar-23
IND43,SN Thakur,1,4,0,0,25,2,v West Indies,Bridgetown,27-Jul-23
IND3,AR Patel,1,8,0,0,12.5,1,v West Indies,Bridgetown,29-Jul-23
IND40,SA Yadav,1,2,0,0,50,1,v New Zealand,Wankhede,15-Nov-23
IND3,AR Patel,1,3,0,0,33.33,1,v South Africa,Paarl,21-Dec-23
IND35,RG Sharma,1,2,0,0,50,1,v England,Ahmedabad,12-Feb-25
IND49,V Kohli,1,2,0,0,50,2,v New Zealand,Dubai (DICS),09-Mar-25
IND31,RA Jadeja,0,0,0,0,,1,v West Indies,Visakhapatnam,18-Dec-19
IND43,SN Thakur,0,0,0,0,,1,v England,Pune,26-Mar-21
IND35,RG Sharma,0,6,0,0,0,1,v South Africa,Cape Town,07-Feb-18
IND13,HH Pandya,0,1,0,0,0,1,v South Africa,Gqeberha,13-Feb-18
IND20,KL Rahul,0,2,0,0,0,2,v England,Lord's,14-Jul-18
IND43,SN Thakur,0,3,0,0,0,1,v Hong Kong,Dubai (DICS),18-Sep-18
IND35,RG Sharma,0,6,0,0,0,1,v Australia,Nagpur,05-Mar-19
IND31,RA Jadeja,0,3,0,0,0,2,v Australia,Delhi,13-Mar-19
IND20,KL Rahul,0,9,0,0,0,2,v England,Birmingham,30-Jun-19
IND13,HH Pandya,0,2,0,0,0,1,v Bangladesh,Birmingham,02-Jul-19
IND38,RR Pant,0,1,0,0,0,2,v West Indies,Port of Spain,14-Aug-19
IND49,V Kohli,0,1,0,0,0,1,v West Indies,Visakhapatnam,18-Dec-19
IND13,HH Pandya,0,3,0,0,0,2,v Sri Lanka,Colombo (RPS),20-Jul-21
IND49,V Kohli,0,5,0,0,0,1,v South Africa,Paarl,21-Jan-22
IND38,RR Pant,0,1,0,0,0,2,v South Africa,Cape Town,23-Jan-22
IND49,V Kohli,0,2,0,0,0,1,v West Indies,Ahmedabad,11-Feb-22
IND35,RG Sharma,0,10,0,0,0,2,v England,Lord's,14-Jul-22
IND38,RR Pant,0,5,0,0,0,2,v England,Lord's,14-Jul-22
IND11,DL Chahar,0,3,0,0,0,1,v Bangladesh,Mirpur,04-Dec-22
IND40,SA Yadav,0,1,0,0,0,2,v Australia,Wankhede,17-Mar-23
IND42,Shubman Gill,0,2,0,0,0,1,v Australia,Visakhapatnam,19-Mar-23
IND40,SA Yadav,0,1,0,0,0,1,v Australia,Visakhapatnam,19-Mar-23
IND40,SA Yadav,0,1,0,0,0,2,v Australia,Chennai,22-Mar-23
IND35,RG Sharma,0,2,0,0,0,2,v Bangladesh,Colombo (RPS),15-Sep-23
IND35,RG Sharma,0,6,0,0,0,2,v Australia,Chennai,08-Oct-23
IND14,Ishan Kishan,0,1,0,0,0,2,v Australia,Chennai,08-Oct-23
IND44,SS Iyer,0,3,0,0,0,2,v Australia,Chennai,08-Oct-23
IND49,V Kohli,0,9,0,0,0,1,v England,Lucknow,29-Oct-23
IND39,S Dube,0,4,0,0,0,2,v Sri Lanka,Colombo (RPS),04-Aug-24
IND20,KL Rahul,0,2,0,0,0,2,v Sri Lanka,Colombo (RPS),04-Aug-24
